Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
SOUTH DAKOTA,2019,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2019,11,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2019,11,,-,5,,1,,3,,,-,5,,7,,5,,,-,1,,1,,1,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2019,11,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
COLORADO,2019,11,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
IDAHO,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MONTANA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2019,11,,-,3,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2019,11,,-,5,,16,,6,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
DISTRICT OF COLUMBIA,2019,11,,-,2,,4,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OHIO,2019,11,2,,4,,11,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ALABAMA,2019,11,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
US RESIDENTS,2019,12,9,,56,,197,,234,,1,,20,,123,,26,,3,,45,,71,,14,,,US RESIDENTS
NEW ENGLAND,2019,12,1,,5,,12,,8,,,-,2,,2,,,-,,-,1,,,-,,-,,NEW ENGLAND
MIDDLE ATLANTIC,2019,12,,-,24,,55,,53,,,-,17,,102,,,-,2,,45,,52,,5,,MIDDLE ATLANTIC,
NEW YORK CITY,2019,12,,-,11,,26,,14,,,-,17,,99,,,-,,-,6,,11,,1,,,NEW YORK CITY
EAST NORTH CENTRAL,2019,12,2,,8,,24,,28,,,-,2,,4,,,-,,-,4,,3,,3,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,12,2,,5,,9,,9,,,-,3,,,-,14,,,-,6,,,-,1,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,12,4,,20,,66,,84,,,-,3,,,-,,-,,-,3,,,-,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,12,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,12,,-,8,,2,,19,,1,,5,,8,,5,,,-,1,,3,,3,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,12,,-,4,,8,,11,,,-,0,,,-,,-,,-,1,,2,,,-,,MOUNTAIN
PACIFIC,2019,12,,-,8,,18,,19,,,-,3,,6,,7,,1,,3,,10,,1,,,PACIFIC
US TERRITORIES,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,12,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,12,9,,56,,198,,234,,1,,20,,123,,26,,3,,45,,71,,14,,,TOTAL
GEORGIA,2019,12,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2019,12,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IOWA,2019,12,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEBRASKA,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2019,12,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2019,12,,-,6,,11,,14,,,-,6,,,-,,-,,-,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2019,12,,-,4,,5,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2019,12,,-,8,,12,,15,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2019,12,1,,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2019,12,,-,5,,9,,8,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2019,12,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2019,12,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2019,12,,-,5,,10,,11,,,-,3,,,-,5,,,-,2,,6,,1,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2019,12,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2019,12,,-,7,,1,,14,,1,,5,,8,,5,,,-,1,,3,,1,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
INDIANA,2019,12,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2019,12,,-,4,,7,,8,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
DISTRICT OF COLUMBIA,2019,12,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2019,12,3,,9,,30,,43,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2019,12,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2019,12,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OHIO,2019,12,2,,4,,13,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2019,12,,-,3,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2019,12,,-,2,,,-,3,,,-,3,,6,,2,,1,,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
ALABAMA,2019,12,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2019,12,,-,2,,2,,2,,,-,3,,,-,14,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2019,12,1,,4,,10,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2019,12,,-,3,,2,,8,,,-,0,,,-,,-,,-,4,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2019,12,1,,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2019,12,,-,4,,,-,6,,,-,3,,,-,,-,,-,2,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2019,12,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VERMONT,2019,12,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2019,12,,-,5,,6,,10,,,-,2,,3,,,-,2,,43,,40,,2,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2019,12,1,,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
US RESIDENTS,2019,13,3,,56,,209,,246,,,-,20,,125,,29,,15,,45,,103,,16,,,US RESIDENTS
NEW ENGLAND,2019,13,1,,5,,13,,9,,,-,2,,2,,,-,1,,1,,1,,,-,,NEW ENGLAND
MIDDLE ATLANTIC,2019,13,,-,24,,57,,56,,,-,18,,105,,,-,11,,45,,63,,5,,MIDDLE ATLANTIC,
NEW YORK CITY,2019,13,,-,11,,28,,15,,,-,17,,102,,,-,,-,6,,11,,1,,,NEW YORK CITY
EAST NORTH CENTRAL,2019,13,1,,8,,27,,29,,,-,2,,4,,,-,2,,11,,17,,3,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,13,,-,5,,9,,11,,,-,2,,,-,16,,,-,6,,,-,2,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,13,1,,20,,67,,88,,,-,3,,,-,,-,1,,3,,1,,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,13,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,13,,-,8,,2,,20,,,-,5,,8,,5,,,-,1,,3,,3,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,13,,-,4,,11,,11,,,-,0,,,-,,-,,-,1,,2,,,-,,MOUNTAIN
PACIFIC,2019,13,,-,8,,20,,19,,,-,3,,5,,8,,,-,5,,15,,2,,,PACIFIC
US TERRITORIES,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,13,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,13,3,,56,,210,,246,,,-,20,,125,,29,,15,,45,,103,,16,,,TOTAL
MAINE,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2019,13,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2019,13,,-,5,,6,,10,,,-,2,,3,,,-,11,,43,,51,,2,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2019,13,,-,6,,11,,16,,,-,13,,,-,,-,,-,1,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2019,13,,-,4,,,-,7,,,-,3,,,-,,-,1,,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
OKLAHOMA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
GUAM,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2019,13,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2019,13,1,,4,,14,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
HAWAII,2019,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DISTRICT OF COLUMBIA,2019,13,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
LOUISIANA,2019,13,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2019,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2019,13,,-,2,,2,,2,,,-,2,,,-,16,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MONTANA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEVADA,2019,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VIRGINIA,2019,13,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2019,13,,-,5,,11,,9,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2019,13,,-,3,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2019,13,,-,4,,7,,9,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2019,13,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2019,13,,-,5,,10,,11,,,-,2,,,-,6,,,-,4,,11,,2,,"CALIFORNIA
(37.640735, -121.002435)",
MINNESOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2019,13,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2019,13,,-,8,,12,,15,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MICHIGAN,2019,13,,-,3,,2,,8,,,-,0,,,-,,-,2,,11,,15,,1,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2019,13,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2019,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2019,13,1,,9,,31,,44,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2019,13,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2019,13,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2019,13,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2019,13,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OREGON,2019,13,,-,2,,1,,3,,,-,3,,5,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2019,13,1,,4,,11,,5,,,-,0,,,-,,-,1,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2019,13,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2019,13,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ALABAMA,2019,13,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2019,13,,-,7,,1,,15,,,-,5,,8,,5,,,-,1,,3,,1,,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2019,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2019,13,,-,4,,6,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2019,13,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,13,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
IOWA,2019,13,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
US RESIDENTS,2019,14,9,,56,,222,,261,,,-,20,,126,,31,,4,,45,,120,,20,,,US RESIDENTS
NEW ENGLAND,2019,14,4,,5,,18,,10,,,-,2,,2,,,-,,-,1,,2,,,-,,NEW ENGLAND
MIDDLE ATLANTIC,2019,14,3,,24,,61,,64,,,-,18,,105,,,-,4,,45,,67,,7,,MIDDLE ATLANTIC,
NEW YORK CITY,2019,14,2,,11,,31,,17,,,-,17,,102,,,-,,-,6,,11,,1,,,NEW YORK CITY
EAST NORTH CENTRAL,2019,14,,-,8,,27,,32,,,-,2,,4,,,-,,-,15,,22,,3,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,14,,-,5,,10,,11,,,-,2,,,-,18,,,-,6,,,-,3,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,14,2,,20,,69,,90,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,14,,-,4,,3,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,14,,-,8,,2,,20,,,-,5,,8,,5,,,-,1,,4,,3,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,14,,-,4,,12,,11,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
PACIFIC,2019,14,,-,8,,20,,20,,,-,3,,6,,8,,,-,7,,21,,2,,,PACIFIC
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,14,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,14,9,,56,,223,,261,,,-,20,,126,,31,,4,,45,,120,,20,,,TOTAL
HAWAII,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2019,14,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2019,14,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2019,14,,-,4,,6,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2019,14,1,,8,,13,,18,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2019,14,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UTAH,2019,14,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
IOWA,2019,14,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2019,14,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2019,14,,-,6,,1,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2019,14,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2019,14,,-,2,,1,,3,,,-,3,,6,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
TEXAS,2019,14,,-,7,,1,,15,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2019,14,,-,2,,2,,2,,,-,2,,,-,18,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2019,14,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2019,14,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2019,14,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2019,14,,-,4,,,-,8,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2019,14,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
